31.183892,3.643165,-0.771360,-8.589574,-0.768901,-7.326471,3.677058,-8.267516,5.628599,-2.921047,-7.380413,16.377839,-4.527565,3.177869,-4.689326,-1.440498,1.305135,-3.387242,7.313416,-11.639818,14.595295,4.646109,0.021826,-0.289079,0.000000
-24.463964,-7.688017,41.556115,11.307889,-6.234749,-9.774680,-10.820319,12.106640,-13.130785,-3.291688,4.801843,-2.950573,-6.624568,1.776420,1.587119,5.445007,-5.552005,-8.035068,-1.996290,-9.481698,3.210997,-5.025021,1.377059,-1.776075,-0.000000
-32.824352,-20.359819,5.731141,-7.779112,18.468736,20.292265,-11.022867,0.192372,-4.916394,-3.327457,-3.039975,-5.391546,1.023051,-8.771253,-3.785073,-7.040197,3.303231,3.189571,-4.739836,-2.723021,3.684031,11.762087,-6.894534,-1.820589,-0.000000
-23.804304,1.632725,-16.577676,-2.354399,-6.545223,-5.971870,-1.175980,-1.521131,-1.044967,-1.500757,0.810994,-1.515771,4.117409,-3.305252,-5.184754,-0.464890,-0.666700,3.954284,-3.854937,-1.927872,-0.163302,5.221898,18.674873,-3.428153,0.000000
-9.084558,-17.565009,6.015163,-2.795059,-0.424917,0.670654,-0.141169,-3.330677,1.022098,0.348507,-0.831729,-1.077146,0.306689,2.863944,-0.152631,-3.491923,0.427300,-1.153196,-2.513050,-1.031661,-0.749223,0.767157,3.836442,15.266367,0.000000
18.888345,-12.513942,6.494524,-16.776930,-22.204938,-18.857593,1.662688,6.847986,-0.458340,-9.383977,9.765800,3.851823,-4.973629,-1.413099,3.300121,3.394201,-1.163046,0.122375,2.946189,4.251989,-10.705041,12.146915,-3.528306,-0.333586,0.000000
-34.458309,-26.211976,15.083635,-9.180771,-8.337946,11.557597,23.617396,-8.385992,13.232585,0.106509,10.393882,-2.079506,5.973179,3.975121,1.722552,-5.851328,0.609587,-0.932448,12.633579,2.455731,1.174480,-4.525899,0.163323,-2.553329,-0.000000
4.791951,45.391375,0.896162,-8.431534,-8.303234,7.171977,-17.990983,1.515540,8.414328,21.731897,18.003255,-1.882059,-4.235678,-5.906894,2.608272,-8.224107,-1.210576,0.729445,2.377178,-2.159489,0.790327,-0.105968,-0.570616,0.770952,0.000000
-6.465227,28.996347,12.378854,-4.524949,-11.476063,3.816092,6.368247,-1.959752,-7.597039,11.488288,-6.524209,-2.942015,19.507005,12.884278,-5.997530,13.893052,-1.764614,4.193811,-2.131410,2.705343,2.717877,4.410765,-3.501379,0.471151,0.000000
-10.523334,17.094005,-6.999953,-4.602690,9.828861,-19.044952,22.877039,23.518747,12.586175,0.838053,-4.614075,-4.661910,-1.042257,-6.955886,-4.896059,-4.881292,-6.509108,-5.244940,-8.282482,4.672249,4.996560,-0.933735,-2.888042,0.352288,0.000000
-38.960178,-2.775183,-8.325129,-3.612585,10.945452,-8.140940,-6.498250,-14.431547,11.235144,4.842327,2.870824,12.604581,-14.566167,1.271630,-4.109238,15.576671,4.725271,1.255625,-5.681781,5.088655,-1.647818,-3.309172,-2.667872,-0.421483,-0.000000
42.425868,-22.725601,-0.864113,2.201680,-0.847959,-5.704813,-8.630110,-15.950938,10.720532,-4.950633,10.193746,-15.831086,6.691950,3.869986,1.526384,1.308551,2.435865,-5.344032,-12.434335,2.859196,6.040585,-1.786079,-0.504144,-1.928492,0.000000
27.974407,11.924639,2.537385,-8.352096,18.339446,28.065662,14.195073,2.433402,-10.571412,-9.633491,12.455026,9.816436,0.446589,-8.653745,5.249623,9.287499,-6.187919,-1.621032,-3.369085,2.662183,0.319531,-1.938913,3.367491,0.672230,-0.000000
-4.150546,0.755465,-10.917436,-27.430706,5.113553,-0.104301,-13.726856,5.452962,5.565301,-3.185841,-16.847707,-9.172213,1.037593,-0.627185,21.205388,6.965293,-2.578808,0.231781,6.942640,-0.007387,1.147438,-3.169227,1.199899,-0.273727,0.000000
18.525803,-43.119658,-27.525931,-6.071054,-4.389051,12.058694,-3.710079,20.738809,-9.904782,16.730189,0.637343,0.575518,-5.290583,9.466856,-8.874416,1.292639,1.265952,-2.673231,2.102082,1.441439,0.138543,-3.248006,-0.079623,-1.134388,-0.000000
11.732615,7.845886,-6.510487,-8.423750,-4.242582,-4.974520,1.002772,-4.546693,-4.857663,-10.527157,-0.649803,-13.080077,-1.297930,-12.956107,-17.141702,4.363010,2.175259,10.182286,6.677784,-6.965977,-3.529189,-8.144171,-3.151339,1.160777,0.000000
6.740542,0.374304,6.710164,-1.175079,7.440958,-7.112639,-2.601301,-0.538207,-5.702520,-5.814784,0.642064,5.357554,-5.183426,14.857739,3.589640,-12.028272,-9.010121,20.006911,-4.354864,3.838589,1.440982,-3.938830,-0.810751,-1.154401,-0.000000
29.572547,-21.890005,27.971400,25.918269,4.698151,1.161824,-2.324518,1.421120,12.350739,14.321202,-12.850207,4.096393,2.011098,-13.763829,-0.199818,2.727811,-2.605159,6.576232,3.233405,4.559952,-3.486352,0.874094,2.728554,-0.866346,-0.000000
