-11.589553,-6.813050,-18.479460,8.951888,-4.875575,-5.421098,-8.009350,-12.565873,-5.604295,2.965519,-1.854975,5.705987,7.938418,-2.791793,-0.232376,-3.493240,-8.458682,-5.665440,1.336225,2.426409,1.197051,-3.350875,1.948475,1.419847,-1.148109
29.721534,-1.013358,-1.526381,-7.646779,-4.323245,-4.040626,6.028755,-10.686278,7.881039,1.013352,-6.062602,11.893975,-4.721943,3.752346,-3.560446,-1.550729,0.487626,-0.829213,6.220813,-9.348444,10.351164,0.939299,-1.405739,-0.271810,0.019147
-10.029191,10.035224,-5.273864,-10.619004,-13.647184,-2.204195,0.976790,-5.717726,-4.433804,0.684558,-3.468851,5.169576,5.324533,1.932672,2.155600,-3.055153,-0.956701,0.440660,-2.775688,-2.120302,1.367171,-3.529611,-0.887844,-1.963920,-0.842548
5.147695,1.312929,28.428310,-4.362179,-4.165947,1.934212,-1.566177,3.679074,1.099313,-3.058162,-0.527329,1.330554,-1.650576,6.683561,-2.632603,-0.192356,0.791203,1.108992,6.318029,3.714743,-2.701364,-2.673686,-0.210620,3.672738,0.681535
13.077002,-9.446971,7.572598,3.269322,-1.021306,0.760484,-2.855116,-5.442385,3.612257,-0.865605,-0.125719,-3.386706,0.323820,2.499481,1.357579,0.163911,-0.153927,-0.057888,-1.542851,1.588738,1.303591,-1.574328,-2.640887,-0.079248,-0.120182
-30.479221,5.392754,-11.427200,-1.857768,-3.080450,-7.793714,1.750896,-0.148422,-1.017353,3.282986,1.143708,2.630656,3.820083,-0.140332,-1.345293,-1.310350,-1.615684,0.845547,2.981723,-3.278408,0.059538,0.858978,8.814256,0.951300,-0.527379
-1.506907,-8.390992,-3.402329,4.416811,9.634397,-13.270755,2.501533,4.021677,-6.648744,4.072606,4.308391,5.364089,10.345641,-3.534067,5.520488,-1.036390,9.973395,1.221294,-1.012893,0.621260,2.104171,-2.868922,-1.724931,-0.581917,-0.396097
15.962909,-5.487803,-2.050230,-13.193581,-6.120527,-6.447058,-4.991602,-0.029274,-0.375434,-4.668738,0.591577,3.607319,-5.688514,-1.808908,0.198456,-2.761434,-3.173177,-0.877140,0.866322,0.798076,0.356827,0.166827,2.860192,-1.727259,-0.253530
6.622907,8.446951,-5.065355,13.263862,33.184085,0.259705,9.698470,-7.072616,-1.380876,5.504393,-1.082126,-8.754989,-5.021234,6.903228,1.127516,-1.340883,0.866426,-2.799308,4.569654,-4.109341,-4.751671,1.572369,-2.722441,-2.425414,-0.030222
-7.798958,11.589899,-14.298166,34.197168,-6.295267,16.031509,-11.327219,14.761435,16.255776,-16.236342,2.223830,0.459454,3.562378,7.326115,-2.161665,2.222256,1.598354,0.561640,5.170227,0.649936,0.389757,-0.248515,-2.376811,0.440454,-0.102495
-4.143595,-10.525436,-17.729218,22.075769,-17.206022,10.284464,13.560031,-5.971340,-1.611489,7.378641,-3.163687,-6.491107,-5.356174,-2.562645,4.414567,-0.910809,-0.052324,0.549735,-4.959767,-1.186032,2.138174,2.394553,-1.645298,-1.813287,2.515286
